p,k,RMSE,MAE,MBE,R2
0.4,40,6.595908486013937,4.893766853449648,0.6406188619442154,0.4980393988623018
0.5,2,7.664520327639599,5.112388957003881,0.3931386671480451,0.3222175043807068
0.5,3,7.241001434899504,5.077009085636281,0.379576453453737,0.3950525437487048
0.5,4,6.98047629567759,4.899795155271836,0.4838846014399087,0.4378004403292775
0.5,5,6.825768113135559,4.802648404626506,0.5016179720550443,0.4624443284993059
0.5,6,6.732592783473542,4.799081451580098,0.4234798207435598,0.4770199981129015
0.5,7,6.648204671202488,4.80697275156755,0.4824936364587173,0.490048175305168
0.5,8,6.593908483696377,4.777838360751298,0.495263373128851,0.4983437603202409
0.5,9,6.555727486989019,4.770950766376758,0.542075516401447,0.5041364648830069
0.5,10,6.574481002137431,4.78641388231841,0.5546187117153172,0.5012954422499578
0.5,11,6.496791088435103,4.754668176181246,0.619702470822798,0.5130120767366744
0.5,12,6.462340247047277,4.734233498965139,0.6274270984690385,0.5181631308486658
0.5,13,6.428909267889012,4.70055726049998,0.6423206610820558,0.5231355130020678
0.5,14,6.426685332458496,4.703752594212525,0.6644159547006249,0.5234653768571327
0.5,15,6.441716408765836,4.701395403357832,0.662532947944992,0.521233680635508
0.5,16,6.442734343845205,4.694664967060975,0.6745805877427333,0.5210823571351528
0.5,17,6.447322835050929,4.709509528193796,0.6539111480848507,0.5203999475232715
0.5,18,6.423982465555971,4.697171379108668,0.6299831433356771,0.5238661242861691
0.5,19,6.425055750474449,4.694034286250086,0.6473395080822124,0.5237070111501707
0.5,20,6.425514646226051,4.68544802505051,0.6547016302015396,0.5236389723212507
0.5,21,6.44282096734272,4.705940044175006,0.6695809700009772,0.5210694788142656
0.5,22,6.448796960020949,4.7171743219927205,0.6985260845349452,0.5201806095888417
0.5,23,6.457402335329597,4.721640677911042,0.6909235612036537,0.5188991982252048
0.5,24,6.478157871632387,4.745727218416742,0.6840317124443515,0.5158014965608666
0.5,25,6.4920539313247465,4.76443755652994,0.6850782323473243,0.5137219955923172
0.5,26,6.498030801072247,4.766537576075987,0.6724398394484189,0.5128262056887791
0.5,27,6.501022359924921,4.766195665881596,0.6712870850181546,0.5123775329747606
0.5,28,6.523069308300458,4.789725882677033,0.672095280672446,0.5090645720217484
0.5,29,6.532548533703176,4.797361714897379,0.678020460548734,0.507636695451996
0.5,30,6.549010844198,4.814265929222236,0.6858908426014735,0.5051520141414734
0.5,31,6.548312012840552,4.8228094802033326,0.6761336124103775,0.5052576169102878
0.5,32,6.549926834030305,4.817894232514849,0.6749382604428541,0.5050135787552746
0.5,33,6.559916758629849,4.83063345676673,0.6554223718490053,0.5035025243250006
0.5,34,6.558213310139781,4.833606661472048,0.6386169094087188,0.503760347128293
0.5,35,6.559648055948079,4.836198294995314,0.6326465806611781,0.5035431978505307
0.5,36,6.555570259574377,4.838655892915689,0.6241589675865138,0.5041602494002525
0.5,37,6.558716142875846,4.839971420183761,0.5999237611633108,0.5036842486251079
0.5,38,6.561834917100712,4.838109868060116,0.6158400362204064,0.5032121242751992
0.5,39,6.560841772259756,4.839385926153534,0.6170526143009777,0.5033624922698021
0.5,40,6.5603384422484305,4.842960302113541,0.6233018685807606,0.5034386907158122
0.6000000000000001,2,7.671134830799649,5.117674494261201,0.4004384522462578,0.3210471430867836
0.6000000000000001,3,7.256778513463762,5.069486127461954,0.3837676780449094,0.392413488516303
0.6000000000000001,4,6.999673466401054,4.894929696329773,0.478087257223659,0.4347039520620923
0.6000000000000001,5,6.8451854760359385,4.800710826677545,0.491540661643868,0.4593815933396866
0.6000000000000001,6,6.752084517225054,4.798710349296244,0.4150038242834964,0.4739874240501299
0.6000000000000001,7,6.672974960139754,4.805675275932421,0.4684781502712674,0.4862410765278137
0.6000000000000001,8,6.62303269103377,4.778827611394962,0.4830626921871161,0.493902507880738
0.6000000000000001,9,6.585460209514489,4.774773218674994,0.5243450713076603,0.4996284049196108
0.6000000000000001,10,6.598175989282319,4.788771986302412,0.534515856864937,0.497694217316034
0.6000000000000001,11,6.523521525447621,4.760126637362416,0.5951330528429086,0.5089965006572783
0.6000000000000001,12,6.487552560537085,4.7403858939062795,0.6006449653737642,0.5143960992784928
0.6000000000000001,13,6.453671807690337,4.709365555907134,0.6126355995652113,0.519454914383729
0.6000000000000001,14,6.449677672863106,4.7123456638945616,0.6318183675680302,0.52004954267581
0.6000000000000001,15,6.459649340959855,4.708155886767063,0.6305889360314626,0.5185643192010398
0.6000000000000001,16,6.457042603188685,4.6981544537010835,0.6403616587952778,0.5189527995316645
0.6000000000000001,17,6.459815394814621,4.7078107611470585,0.6209547703745567,0.5185395669973409
0.6000000000000001,18,6.436994716641209,4.6954220274297125,0.5988503389664145,0.5219352820492247
