Station,Country,Longitude,Latitude,Average,Model_Raw,Interpolated_Bias,Model_Corrected,Residual,Active
IT1065A,IT,11.7367,45.7608,20.443,23.51313018798828,1.060364143484549,24.932480152426887,4.489480152426886,0
IT1110A,IT,10.4017,43.7389,16.963,16.647790908813477,1.127881864956064,18.77674145763115,1.8137414576311492,0
IT1187A,IT,10.5739,43.8408,25.088,15.569205284118652,1.121011025670562,17.453250784425386,-7.634749215574615,0
IT1529A,IT,7.5382,44.3818,16.387,15.597822189331056,1.138574092336342,17.75927624164126,1.3722762416412593,0
IT1536A,IT,9.8439,44.116,14.186,12.373849868774414,1.0550070619351335,13.054498994882136,-1.131501005117865,0
IT1590A,IT,12.2386,45.6725,26.501,30.86178398132324,0.980554551893777,30.261662762448957,3.760662762448955,0
IT1594A,IT,12.2169,46.1414,14.54,13.166751861572266,1.2279197892342886,16.167715170761994,1.627715170761995,0
IT1650A,IT,9.0242,45.6269,24.721,30.09728240966797,0.909203237884828,27.36454661840419,2.6435466184041942,0
IT1692A,IT,9.2358,45.4783,31.902,37.313716888427734,0.8217483860890167,30.662486632047976,-1.239513367952025,0
IT1737A,IT,10.2194,45.5153,29.066,27.14689826965332,0.9500767897387656,25.79163795939708,-3.2743620406029166,0
IT1771A,IT,10.9063,44.6506,22.16,25.660381317138672,0.9116110957709512,23.392288330417227,1.2322883304172263,0
IT1812A,IT,9.4969,45.9131,12.047,11.337055206298828,0.9016867045954684,10.222471948784488,-1.8245280512155129,0
IT1878A,IT,8.4024,45.3189,26.542,27.874332427978516,1.001226944237353,27.908532679521084,1.3665326795210824,0
IT1883A,IT,8.4854,44.3154,12.594,15.632692337036133,0.9628284648426884,15.051601164226556,2.457601164226558,0
IT1911A,IT,10.2889,44.6575,14.707,14.527323722839355,0.9789762932811016,14.221905529479889,-0.4850944705201137,0
IT1915A,IT,12.6275,43.9328,15.268,14.119153022766112,1.2134967155550334,17.1335458195456,1.8655458195455985,0
IT1975A,IT,9.6692,45.0383,24.078,24.60216903686523,0.8527358849884183,20.97915238628594,-3.09884761371406,0
IT1993A,IT,9.1364,39.2606,11.98,11.123011589050291,0.8165105038722773,9.082055797152634,-2.8979442028473663,0
IT2062A,IT,9.6147,45.6439,28.849,30.72942352294922,0.8431335190888218,25.909006994474996,-2.939993005525004,0
IT2073A,IT,10.7914,44.5394,18.096,17.576648712158203,1.050797187379463,18.4694930302927,0.3734930302926997,0
IT2104A,IT,8.1598,45.6642,13.47,11.518482208251951,1.266061104445209,14.583102306111956,1.1131023061119567,0
LT00002,LT,25.2108,54.6861,10.772,8.914521217346191,1.3098966576857995,11.67710154747092,0.9051015474709204,0
MT00007,MT,14.1971,36.0671,9.187,11.910544395446776,1.1931126591296848,14.210621295333668,5.023621295333669,0
