Station,Country,Longitude,Latitude,Average,Model_Raw,Model_Corrected,Residual
DEBW027,DE,9.2073,48.4889,14.513,4.819504,10.103143,-4.409857261657715
DEBW029,DE,10.0963,48.8479,13.456,4.9204526,13.613024,0.1570237579345708
DEBW031,DE,7.7645,47.8099,2.299,3.128662,2.6495602,0.3505602130889893
DEBW033,DE,8.6655,48.889,14.964,5.3328757,14.964306,0.0003058776855464629
DEBW038,DE,9.4857,47.6601,14.487,6.756171,10.528919,-3.958080780029297
DEBW039,DE,8.4636,48.0487,8.523,3.9513311,8.659811,0.13681101989746125
DEBW042,DE,9.2294,48.6775,14.986,11.338086,18.495518,3.50951773071289
DEBW046,DE,9.8003,48.0899,10.83,4.7576237,9.803111,-1.0268889236450196
DEBW052,DE,9.1693,47.6644,13.595,6.8136764,11.99613,-1.5988700103759772
DEBW059,DE,9.6579,49.6348,8.753,4.571141,7.940947,-0.8120529441833497
DEBW073,DE,7.568,47.819,11.699,8.051764,7.964406,-3.7345939865112303
DEBW076,DE,8.2202,48.7731,10.518,4.344645,9.48661,-1.0313895874023444
DEBW081,DE,8.3556,49.0286,13.036,13.977034,15.337854,2.301854385375977
DEBW084,DE,7.8321,48.0015,11.737,9.144859,11.391952,-0.345048439025879
DEBW087,DE,9.2076,48.3458,4.195,2.8707645,4.318323,0.12332313537597628
DEBW107,DE,9.0512,48.5077,12.875,6.726822,12.6164055,-0.2585945129394531
DEBW112,DE,8.9044,48.6456,7.942,8.523328,8.223895,0.28189507293701155
DEBY004,DE,9.1715,49.8694,9.584,5.9547467,9.681134,0.09713422393798865
DEBY005,DE,9.118,49.9915,17.05,9.062274,17.185648,0.13564796447753835
DEBY007,DE,10.8884,48.3766,17.393,9.158749,15.543836,-1.8491643600463874
DEBY009,DE,10.8877,49.8983,14.436,5.2999597,13.374887,-1.0611125335693359
DEBY012,DE,12.8293,48.1772,14.907,6.4223,14.109365,-0.7976345367431641
DEBY013,DE,12.7814,48.1828,10.122,5.5548987,9.119973,-1.0020268173217772
DEBY020,DE,11.8975,50.3206,10.421,4.1850243,8.995964,-1.4250359497070306
DEBY030,DE,11.9488,48.9042,11.24,4.601586,11.5659685,0.3259685134887693
DEBY031,DE,10.3066,47.7251,13.735,5.833997,12.242296,-1.4927037811279291
DEBY032,DE,11.4426,50.1031,12.641,3.9466012,11.363705,-1.2772953186035156
DEBY039,DE,11.5547,48.1545,16.874,20.9076,24.81446,7.9404607543945325
DEBY049,DE,11.7778,48.8532,7.126,4.262545,8.178168,1.0521682968139645
DEBY052,DE,10.0083,48.3971,18.081,7.728993,15.176025,-2.9049746093749995
DEBY058,DE,11.0248,49.4622,18.599,12.884682,18.971869,0.37286851501464824
DEBY067,DE,12.1281,49.322,12.595,5.026793,12.307818,-0.2871815872192389
DEBY068,DE,10.2321,50.0484,14.37,6.6517034,14.199869,-0.17013084411621016
DEBY072,DE,12.5489,49.4385,4.232,2.783815,3.7117288,-0.5202711887359621
DEBY075,DE,12.1594,49.679,16.997,5.546423,14.571576,-2.4254238815307616
DEBY088,DE,12.5382,48.0217,11.424,4.4403315,9.057573,-2.366426681518554
DEBY089,DE,11.648,48.1732,12.638,17.669165,13.88103,1.2430300827026368
DEBY099,DE,10.9031,48.326,11.194,8.158407,10.7141485,-0.479851478576661
DEBY109,DE,11.2202,47.9688,4.974,4.194277,4.1628785,-0.8111214866638186
DEBY113,DE,10.9635,49.6059,9.905,6.890175,12.575003,2.6700026702880866
DEBY118,DE,13.422,48.5736,19.378,6.222594,22.008509,2.6305086822509764
DEBY122,DE,10.4366,47.5411,2.996,1.8799139,3.6513762,0.6553762474060059
DEBY124,DE,10.325,49.4441,6.526,3.9104385,7.2374454,0.7114453544616701
DEBY187,DE,10.5977,48.9522,10.704,3.8374965,10.167446,-0.5365538635253913
DEBY188,DE,11.0279,49.3227,14.216,8.664564,14.333788,0.11778791809082101
DEBY189,DE,11.4644,48.1817,14.265,15.053938,15.276456,1.0114558792114252
DEHB001,DE,8.8158,53.0772,13.754,10.8192625,11.2498255,-2.504174522399902
DEHB002,DE,8.917,53.06,11.941,9.328378,12.466213,0.5252132263183587
DEHB004,DE,8.6255,53.1809,12.033,11.640508,11.651372,-0.38162804412841744
DEHB005,DE,8.5694,53.5625,13.474,13.865876,13.734526,0.260525680541992
DEHB012,DE,8.7351,53.1317,16.353,10.853198,11.156215,-5.196785285949709
DEHE001,DE,8.6646,49.8723,13.066,11.976185,14.943705,1.8777046051025383
DEHE005,DE,8.5425,50.1018,26.253,14.007549,21.91032,-4.342679718017578
DEHE008,DE,8.7463,50.1253,20.275,17.89145,22.773838,2.498838043212892
DEHE011,DE,8.9216,50.1358,16.294,12.086861,14.890394,-1.4036057891845708
DEHE013,DE,9.4834,51.3142,13.562,7.8541927,13.399518,-0.1624819869995111
DEHE018,DE,8.4515,50.0103,18.043,18.143547,19.260183,1.2171833343505867
DEHE020,DE,8.5006,50.5672,18.724,7.487468,16.557396,-2.1666040649414064
DEHE022,DE,8.245,50.0503,16.908,17.220015,18.800894,1.8928937835693347
DEHE024,DE,9.7746,51.2918,3.466,3.504781,3.8046024,0.33860238456726055
DEHE026,DE,9.3994,50.1644,4.134,4.1869187,4.631761,0.49776107406616177
DEHE028,DE,8.8173,49.6535,5.019,4.7167935,5.520903,0.5019031105041503
DEHE030,DE,8.7693,50.8043,14.765,6.2101226,9.749252,-5.015747680664063
DEHE032,DE,9.8003,50.97,9.681,3.9158733,6.97019,-2.7108099517822257
DEHE039,DE,9.4594,50.7704,4.377,4.3891435,4.7836475,0.40664753723144553
DEHE042,DE,8.6844,50.533,9.611,9.02305,10.778715,1.1677151336669915
DEHE043,DE,8.5168,49.8252,10.257,10.821154,11.501205,1.2442054443359378
DEHE044,DE,8.061,50.3832,15.744,6.298761,14.229296,-1.5147042694091795
DEHE045,DE,9.002,49.6725,11.41,4.0591726,7.3169756,-4.093024406433106
DEHE050,DE,9.2712,51.3608,4.582,5.6733665,8.674832,4.092832344055176
DEHE051,DE,9.9359,50.4977,2.823,2.8178415,2.8788342,0.055834247589111374
DEHE052,DE,8.4461,50.2219,3.776,5.565849,9.853924,6.077923797607422
DEHE060,DE,9.0318,51.1548,3.731,3.9381018,4.0766363,0.34563631439208997
DEHE105,DE,8.4917,50.5751,15.574,6.607643,10.682825,-4.891174911499023
DEHH008,DE,9.9679,53.5641,16.283,23.184147,18.066298,1.7832975311279284
DEHH047,DE,10.1106,53.6307,9.402,10.7002735,10.477641,1.0756411056518562
DEHH050,DE,9.8572,53.4809,8.37,7.125656,6.90405,-1.4659501266479484
DEHH059,DE,9.9906,53.5079,15.512,23.184147,18.066298,2.5542975311279292
DEHH079,DE,9.9448,53.5453,21.482,23.184147,18.066298,-3.4157024688720696
DEMV004,DE,12.0647,53.8178,3.411,3.1681669,3.6022377,0.1912377014160156
DEMV007,DE,12.1741,54.1616,5.938,6.9927325,6.46084,0.5228402252197268
DEMV012,DE,14.2574,53.5205,3.952,2.9279933,5.153916,1.2019158821105957
DEMV017,DE,11.3733,53.3074,4.568,3.3129961,4.5718174,0.003817398071289446
DEMV019,DE,12.1755,53.7818,4.891,3.140391,6.1470184,1.2560184326171875
DEMV021,DE,12.08,54.1713,9.332,11.5641165,13.053914,3.721914070129394
DEMV024,DE,12.4639,53.3963,3.369,3.218628,3.9186463,0.5496463356018064
